genres,imdb_title,movie_title
Action|Mystery|Sci-Fi|Thriller,tt0216216,The 6th Day
Comedy|Drama,tt0315327,Bruce Almighty
Action|Adventure|Thriller,tt1320253,The Expendables
Action|Adventure|Thriller,tt0117060,Mission: Impossible
Adventure|Drama|Sci-Fi|Thriller,tt1392170,The Hunger Games
Comedy,tt1411697,The Hangover Part II
Action,tt0103776,Batman Returns
Adventure|Animation|Comedy|Family,tt0327084,Over the Hedge
Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,tt0275847,Lilo & Stitch
Comedy|Family|Fantasy,tt0413895,Charlotte's Web
Action|Drama|Romance|Sci-Fi|Thriller,tt0120647,Deep Impact
Action|Comedy|Crime|Thriller,tt1821694,RED 2
Comedy|Crime|Sport,tt0398165,The Longest Yard
Adventure|Animation|Comedy|Family|Fantasy|Music,tt1615918,Alvin and the Chipmunks: Chipwrecked
Comedy,tt2191701,Grown Ups 2
Action|Adventure|Comedy,tt0425061,Get Smart
Comedy|Drama|Romance,tt0337741,Something's Gotta Give
Mystery|Thriller,tt1130884,Shutter Island
Comedy|Drama|Romance,tt0369436,Four Christmases
Adventure|Animation|Comedy|Family|Sci-Fi,tt0358082,Robots
Action|Crime|Sci-Fi|Thriller,tt0119094,Face/Off
Comedy|Family|Fantasy|Romance,tt0960731,Bedtime Stories
Crime|Drama|Thriller,tt0257044,Road to Perdition
Comedy|Romance,tt1564367,Just Go with It
Action|Crime|Thriller,tt0118880,Con Air
Action|Mystery|Thriller,tt1059786,Eagle Eye
Adventure|Drama|History|Romance|War,tt0159365,Cold Mountain
Action|Adventure|Drama|Thriller,tt1037705,The Book of Eli
Comedy|Family|Sci-Fi,tt0119137,Flubber
Fantasy|Horror|Mystery|Thriller,tt0171363,The Haunting
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,tt0117705,Space Jam
Adventure|Comedy|Crime|Family|Mystery,tt0383216,The Pink Panther
Drama|Sci-Fi|Thriller,tt0970416,The Day the Earth Stood Still
Action|Crime|Mystery|Romance|Thriller,tt0118883,Conspiracy Theory
Action|Drama|War,tt2713180,Fury
Action|Adventure|Comedy|Romance,tt0120828,Six Days Seven Nights
Adventure|Animation|Comedy|Family,tt1302067,Yogi Bear
Adventure|Animation|Family|Western,tt0166813,Spirit: Stallion of the Cimarron
Comedy|Family|Romance,tt1222817,Zookeeper
Action|Adventure|Family|Sci-Fi|Thriller,tt0120738,Lost in Space
Drama|Mystery|Sci-Fi|Thriller,tt0368008,The Manchurian Candidate
Drama|Romance,tt0119033,Déjà Vu
Animation|Comedy|Family|Fantasy,tt2510894,Hotel Transylvania 2
Animation|Family|Fantasy|Music,tt0120910,Fantasia 2000
Action|Adventure|Sci-Fi,tt0268695,The Time Machine
Action|Adventure|Family|Fantasy|Thriller,tt0120751,Mighty Joe Young
Action|Crime|Thriller,tt0244244,Swordfish
Action|Adventure|Western,tt0386140,The Legend of Zorro
Drama|Fantasy|Romance,tt0120889,What Dreams May Come
Comedy|Fantasy,tt0185431,Little Nicky
Action|Adventure|Comedy|Fantasy|Thriller,tt0355295,The Brothers Grimm
Action|Comedy|Sci-Fi,tt0116996,Mars Attacks!
Action|Adventure|Drama|Thriller,tt0119051,The Edge
Action|Sci-Fi|Thriller,tt0986263,Surrogates
Drama|History|Thriller,tt0146309,Thirteen Days
Action|Adventure|Drama|Thriller,tt0116040,Daylight
Adventure|Animation|Family,tt1762399,Walking with Dinosaurs 3D
Action|Adventure|Sci-Fi,tt0185183,Battlefield Earth
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,tt0318155,Looney Tunes: Back in Action
Action|Adventure|Sci-Fi,tt0300556,Timeline
Action|Adventure|Drama|Sci-Fi,tt0119925,The Postman
Adventure|Comedy|Drama|Family|Fantasy,tt0120595,Babe: Pig in the City
Action|Adventure|Fantasy,tt1618442,The Last Witch Hunter
Action|Sci-Fi|Thriller,tt0199753,Red Planet
Adventure|Animation|Family|Fantasy,tt0344854,Arthur and the Invisibles
Documentary|Drama,tt0765128,Oceans
Action|Adventure|Horror|Sci-Fi|Thriller,tt0318081,A Sound of Thunder
Action|Adventure|Drama|History|Romance,tt1921064,Pompeii
Biography|Drama,tt0268978,A Beautiful Mind
Adventure|Animation|Drama|Family|Musical,tt0110357,The Lion King
Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,tt1397514,Journey 2: The Mysterious Island
Animation|Comedy|Family|Fantasy|Sci-Fi,tt1985966,Cloudy with a Chance of Meatballs 2
Crime|Drama|Thriller,tt0289765,Red Dragon
Action|Adventure|Western,tt0317648,Hidalgo
Comedy,tt0810913,Jack and Jill
Action|Crime|Thriller,tt0322259,2 Fast 2 Furious
Adventure|Animation|Drama|Family|Fantasy,tt1754656,The Little Prince
Sci-Fi|Thriller,tt0427392,The Invasion
Adventure|Animation|Comedy|Family|Fantasy,tt0131704,The Adventures of Rocky & Bullwinkle
Animation|Comedy|Family,tt2709768,The Secret Life of Pets
Animation|Comedy|Family|Sci-Fi,tt1690953,Despicable Me 2
Action|Adventure|Sci-Fi,tt0116629,Independence Day
Action|Adventure|Sci-Fi,tt0119567,The Lost World: Jurassic Park
Adventure|Animation|Comedy|Family,tt0351283,Madagascar
Drama|Sci-Fi|Thriller,tt0206634,Children of Men
Action|Adventure|Sci-Fi,tt0120903,X-Men
Action|Crime|Fantasy|Thriller,tt0493464,Wanted
Action|Adventure|Thriller,tt0117500,The Rock
Action|Adventure|Animation|Comedy|Family|Fantasy,tt0438097,Ice Age: The Meltdown
Comedy|Romance,tt0343660,50 First Dates
Comedy|Drama|Family|Music|Musical|Romance,tt0427327,Hairspray
Horror|Mystery|Thriller,tt0204313,Exorcist: The Beginning
Action|Adventure|Comedy|Family|Sci-Fi,tt0141369,Inspector Gadget
Crime|Mystery|Thriller,tt1670345,Now You See Me
Comedy,tt1375670,Grown Ups
Comedy|Drama,tt0362227,The Terminal
Drama|Fantasy|Horror|Thriller,tt3489184,Constantine
Comedy|Family,tt0785006,Hotel for Dogs
Action|Adventure|Drama|Thriller,tt0190865,Vertical Limit
Biography|Comedy|Drama|History,tt0472062,Charlie Wilson's War
Adventure|Animation|Comedy|Family,tt0307453,Shark Tale
Drama|Music|Musical,tt0443489,Dreamgirls
Crime|Drama|Mystery,tt0874936,Life
Comedy|Crime|Music,tt0377471,Be Cool
Drama|History|Thriller,tt0408306,Munich
Action|Drama|Thriller|War,tt0314353,Tears of the Sun
Action|Comedy|Romance|Thriller,tt1103153,Killers
Action|Adventure|Comedy,tt1638355,The Man from U.N.C.L.E.
Comedy|Drama|Romance,tt0371246,Spanglish
Animation|Comedy|Family|Fantasy|Mystery,tt0385880,Monster House
Comedy|Crime|Drama|Romance,tt0219965,Bandits
Action|Adventure|Romance|Thriller,tt0113071,First Knight
Drama|History|Romance,tt0166485,Anna and the King
Action|Drama|Fantasy|Romance,tt1253864,Immortals
Action|Crime|Drama|Mystery|Thriller,tt0340163,Hostage
Action|Adventure|Animation|Family|Sci-Fi,tt0120913,Titan A.E.
Action|Comedy|Crime|Thriller,tt0329717,Hollywood Homicide
Action|Drama|Sci-Fi,tt0120157,Soldier
Drama|Horror|Sci-Fi|Thriller,tt0806203,Carriers
Animation|Comedy|Fantasy,tt0166276,Monkeybone
Action|Adventure|Drama|Thriller,tt0377062,Flight of the Phoenix
Drama|Mystery|Sci-Fi|Thriller,tt0217869,Unbreakable
Action|Animation|Comedy|Family|Sci-Fi,tt2293640,Minions
Action|Fantasy,tt0978764,Sucker Punch
Crime|Mystery|Thriller,tt0120832,Snake Eyes
Drama|Mystery|Sci-Fi|Thriller,tt0120184,Sphere
Action|Animation|Comedy|Family,tt1985949,The Angry Birds Movie
Action|Adventure|Comedy|Romance|Thriller,tt0770752,Fool's Gold
Comedy|Drama,tt1201167,Funny People
Action|Drama|Thriller,tt0431197,The Kingdom
Action|Comedy|Sport,tt0415306,Talladega Nights: The Ballad of Ricky Bobby
Comedy|Family|Fantasy,tt0240462,Dr. Dolittle 2
Biography|Drama|History|War,tt0112573,Braveheart
Action|Drama|War,tt0418763,Jarhead
Adventure|Animation|Comedy,tt0462538,The Simpsons Movie
Drama|Romance,tt0268995,The Majestic
Action|Drama|Sport,tt0132245,Driven
Adventure|Drama|Family,tt0338512,Two Brothers
Drama|Mystery|Romance|Thriller,tt0368447,The Village
Comedy|Family|Fantasy,tt0118998,Doctor Dolittle
Drama|Sci-Fi|Thriller,tt0286106,Signs
Adventure|Animation|Comedy|Family|Fantasy|Romance,tt0298148,Shrek 2
Adventure|Animation|Comedy|Family|Sport,tt0317219,Cars
Comedy|Romance,tt0163187,Runaway Bride
Action|Adventure|Thriller,tt0295701,xXx
Adventure|Animation|Comedy|Family|Fantasy,tt2279373,The SpongeBob Movie: Sponge Out of Water
Crime|Thriller,tt0117438,Ransom
Adventure|Drama|War,tt0361748,Inglourious Basterds
Adventure|Comedy|Family|Fantasy,tt0102057,Hook
Action|Adventure,tt1267297,Hercules
Action|Thriller,tt0099423,Die Hard 2
Action|Adventure|Crime|Thriller,tt0257076,S.W.A.T.
Adventure|Drama|Fantasy|Mystery|Thriller,tt2647544,Sleepy Hollow
Fantasy|Mystery|Romance|Sci-Fi|Thriller,tt0259711,Vanilla Sky
Drama|Fantasy|Mystery|Thriller,tt0452637,Lady in the Water
Action|Horror|Sci-Fi|Thriller,tt0370263,AVP: Alien vs. Predator
Animation|Comedy|Family|Fantasy|Music,tt1231580,Alvin and the Chipmunks: The Squeakquel
Action|Drama|History|War,tt0277434,We Were Soldiers
Action|Thriller,tt2302755,Olympus Has Fallen
Action|Adventure|Sci-Fi|Thriller,tt0120844,Star Trek: Insurrection
Action|Sci-Fi,tt1217613,Battle Los Angeles
Adventure|Drama|Fantasy,tt0319061,Big Fish
Drama|Horror|Romance|Thriller,tt0111742,Wolf
Drama|War,tt2177771,The Monuments Men
Adventure|Drama|Sci-Fi|Thriller,tt0096754,The Abyss
Drama,tt1027718,Wall Street: Money Never Sleeps
Action|Drama|Fantasy|Horror|War,tt0829150,Dracula Untold
Action|Thriller,tt0133952,The Siege
Adventure|Family|Fantasy|Romance,tt0486655,Stardust
Adventure|Biography|Drama|History|War,tt0120102,Seven Years in Tibet
Comedy|Drama,tt1578275,The Dilemma
Action|Adventure|Comedy|Thriller,tt0280486,Bad Company
Action|Adventure|Horror|Sci-Fi,tt0419706,Doom
Action|Adventure|Comedy|Thriller,tt0297181,I Spy
Action|Fantasy|Horror,tt1496025,Underworld: Awakening
Comedy|Drama|Musical|Romance,tt1336608,Rock of Ages
Drama|War,tt0251114,Hart's War
Action|Crime|Thriller,tt1448755,Killer Elite
Action|Sci-Fi|Sport,tt0246894,Rollerball
Action|Crime|Sci-Fi|Thriller,tt0308208,Ballistic: Ecks vs. Sever
Action|Crime|Drama|Thriller,tt0120696,Hard Rain
Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,tt0181739,Osmosis Jones
Adventure|Animation|Family|Fantasy|Musical,tt0884726,Legends of Oz: Dorothy's Return
Action|Crime|Drama|Mystery|Thriller,tt2717822,Blackhat
Action|Adventure|Mystery|Sci-Fi|Thriller,tt0346156,Sky Captain and the World of Tomorrow
Crime|Mystery|Thriller,tt0430912,Basic Instinct 2
Action|Crime|Mystery|Sci-Fi|Thriller,tt1211956,Escape Plan
Action|Adventure|Fantasy,tt1043726,The Legend of Hercules
Action|Drama|Thriller,tt0164184,The Sum of All Fears
Adventure|Drama|Fantasy|Romance,tt1325004,The Twilight Saga: Eclipse
Crime|Drama|Thriller,tt0227445,The Score
Animation|Comedy|Family,tt1323594,Despicable Me
Action|Comedy|Crime|Drama|Thriller,tt0113845,Money Train
Comedy,tt2637276,Ted 2
Adventure|Drama|History|Romance,tt1186830,Agora
Action|Comedy|Fantasy|Sci-Fi,tt0132347,Mystery Men
Comedy|Romance,tt0480687,Hall Pass
Biography|Drama|Thriller,tt0140352,The Insider
Action|Drama|History|Thriller,tt2025690,The Finest Hours
Action|Drama|Thriller,tt0758774,Body of Lies
Comedy,tt0427152,Dinner for Schmucks
Action|Fantasy|Horror,tt1611224,Abraham Lincoln: Vampire Hunter
Action|Crime|Romance|Thriller,tt0137494,Entrapment
Comedy,tt1828327,Last Man Standing
Drama|Mystery|Sci-Fi|Thriller,tt0120902,The X Files
Action|Adventure|Fantasy|War,tt0462396,The Last Legion
Action|Drama|War,tt0120815,Saving Private Ryan
Action|Crime|Drama|Thriller,tt2369135,Need for Speed
Comedy|Fantasy|Romance,tt0207201,What Women Want
Adventure|Animation|Comedy|Family,tt0268380,Ice Age
Drama|Horror|Sci-Fi|Thriller,tt0285531,Dreamcatcher
Biography|Drama|History|War,tt0443272,Lincoln
Action|Sci-Fi,tt0133093,The Matrix
Adventure|Drama|History,tt0112384,Apollo 13
Action|Sci-Fi,tt0100802,Total Recall
Comedy|Family|Fantasy,tt0304669,The Santa Clause 2
Drama|Musical|Romance,tt1707386,Les Misérables
Comedy|Drama|Romance,tt0128853,You've Got Mail
Comedy,tt0838283,Step Brothers
Action|Adventure|Comedy|Romance|Thriller|Western,tt0120746,The Mask of Zorro
Comedy|Drama,tt1231583,Due Date
Biography|Drama|Sport|War,tt1809398,Unbroken
Action|Adventure|Thriller,tt0106582,Cliffhanger
Action|Crime|Thriller,tt0115759,Broken Arrow
Comedy|Family|Fantasy,tt0219854,The Kid
Drama|History|Thriller,tt0469641,World Trade Center
Drama,tt0304415,Mona Lisa Smile
Comedy|Romance,tt1645170,The Dictator
Drama|Mystery|Thriller,tt0120663,Eyes Wide Shut
Comedy|Drama|Family|Musical,tt1823664,Annie
Comedy|Crime|Drama|Romance,tt2381941,Focus
Action|Comedy|Romance,tt1596350,This Means War
Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,tt0359013,Blade: Trinity
Action|Drama|War,tt0087985,Red Dawn
Comedy|Drama,tt0119942,Primary Colors
Action|Horror|Sci-Fi|Thriller,tt1855325,Resident Evil: Retribution
Action|Sci-Fi|Thriller,tt0452608,Death Race
Action|Crime|Drama|Mystery|Thriller,tt0116908,The Long Kiss Goodnight
Action|Drama|Thriller,tt0228750,Proof of Life
Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,tt0406375,Zathura: A Space Adventure
Drama,tt0137523,Fight Club
Drama|Sport,tt0758794,We Are Marshall
Crime|Drama|Mystery,tt3877200,The Missing
Action|Adventure|Comedy,tt0102070,Hudson Hawk
Comedy|Crime,tt0219952,Lucky Numbers
Action|Fantasy|Sci-Fi|Thriller,tt1418377,"I, Frankenstein"
Crime|Drama,tt0380599,Oliver Twist
Action|Crime|Fantasy|Thriller,tt0357277,Elektra
Drama|Mystery|Romance,tt0156934,Random Hearts
Adventure|Biography|Drama|History|Sport|Thriller,tt2719848,Everest
Crime|Drama|Fantasy,tt0396171,Perfume: The Story of a Murderer
Action|Comedy|Crime,tt0295178,Austin Powers in Goldmember
Action|Animation|Comedy|Family|Sci-Fi,tt0375568,Astro Boy
Adventure|Sci-Fi|Thriller,tt0107290,Jurassic Park
Adventure|Biography|Crime|Drama|Western,tt0111756,Wyatt Earp
Action|Crime|Drama|Thriller,tt0109444,Clear and Present Danger
Action|Adventure|Drama|History,tt3672840,Dragon Blade
Comedy|Crime,tt0430304,Littleman
Action|War,tt0141926,U-571
Comedy|Drama|Romance,tt0112346,The American President
Comedy|Romance|Sport,tt0811138,The Love Guru
Action|Comedy|Crime|Thriller,tt0233142,3000 Miles to Graceland
Crime|Drama|Mystery|Thriller|Western,tt3460252,The Hateful Eight
Comedy|Sport,tt0445934,Blades of Glory
Adventure|Animation|Comedy|Family|Fantasy,tt1411704,Hop
Action|Drama|Fantasy|War,tt0416449,300
Comedy|Romance,tt0290002,Meet the Fockers
Comedy|Drama|Family,tt0822832,Marley & Me
Crime|Drama|Fantasy|Mystery,tt0120689,The Green Mile
Action|Adventure|Comedy,tt0486946,Wild Hogs
Adventure|Animation|Comedy|Family|Sci-Fi,tt0371606,Chicken Little
Crime|Drama|Mystery|Thriller,tt2267998,Gone Girl
Action|Mystery|Thriller,tt0258463,The Bourne Identity
Action|Adventure|Thriller,tt0113189,GoldenEye
Drama|Mystery|Thriller,tt0144214,The General's Daughter
Comedy|Drama|Sci-Fi,tt0120382,The Truman Show
Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,tt0120794,The Prince of Egypt
Comedy|Family,tt0317303,Daddy Day Care
Action|Comedy|Crime|Drama|Thriller,tt1272878,2 Guns
Action|Comedy|Family|Fantasy,tt0239395,Cats & Dogs
Action|Crime|Thriller,tt0317740,The Italian Job
Comedy|Romance,tt0313737,Two Weeks Notice
Adventure|Animation|Comedy|Family,tt0120587,Antz
Comedy,tt1078940,Couples Retreat
Action|Drama|Sport,tt0099371,Days of Thunder
Adventure|Comedy|Family,tt0452598,Cheaper by the Dozen 2
Action|Sci-Fi|Thriller,tt4046784,The Scorch Trials
Drama|Romance,tt0879870,Eat Pray Love
Comedy|Drama|Fantasy|Romance,tt0218967,The Family Man
Action|Comedy|Crime|Thriller,tt1245526,RED
Drama|Sport,tt0146838,Any Given Sunday
Drama|Romance|Western,tt0119314,The Horse Whisperer
Crime|Drama|Thriller,tt0369339,Collateral
Action|Adventure|Fantasy|Thriller,tt0277296,The Scorpion King
Action|Drama|Thriller,tt0349710,Ladder 49
Action|Crime|Mystery|Thriller,tt0790724,Jack Reacher
Action|Sci-Fi|Thriller,tt0149261,Deep Blue Sea
Documentary|Music,tt1477715,This Is It
Drama|Thriller,tt1598778,Contagion
Action|Adventure|Comedy|Crime,tt0257568,Kangaroo Jack
Sci-Fi|Thriller,tt0949731,The Happening
Action|Crime|Drama|Thriller,tt0328107,Man on Fire
Comedy|Family|Fantasy,tt0393735,The Shaggy Dog
Comedy|Crime,tt0335438,Starsky & Hutch
Comedy|Family,tt0116705,Jingle All the Way
Action|Fantasy|Horror|Sci-Fi,tt0167190,Hellboy
Drama,tt0120633,A Civil Action
Adventure|Animation|Comedy|Family|Fantasy,tt1623288,ParaNorman
Action|Adventure|Crime|Thriller,tt0119395,The Jackal
Action|Mystery|Sci-Fi|Thriller,tt0338337,Paycheck
Drama|Romance,tt0118055,Up Close & Personal
Adventure|Animation|Comedy|Family|Fantasy,tt0420238,The Tale of Despereaux
Comedy|Romance,tt0790772,Rules of Engagement
Action|Comedy|Sci-Fi,tt0290095,The Tuxedo
Action|Thriller,tt0114781,Under Siege 2: Dark Territory
Action|Drama|Thriller,tt1205537,Jack Ryan: Shadow Recruit
Biography|Comedy|Drama,tt2446980,Joy
Action|Crime|Drama|Thriller,tt3300542,London Has Fallen
Action|Horror|Sci-Fi,tt0118583,Alien: Resurrection
Action|Crime|Drama|Mystery|Thriller,tt0822854,Shooter
Adventure|Animation|Comedy|Family|Fantasy,tt0787474,The Boxtrolls
Comedy|Drama|Fantasy|Romance,tt0120791,Practical Magic
Action|Adventure|Animation|Comedy|Family|Fantasy,tt1490017,The Lego Movie
Action|Comedy|Crime,tt0385307,Miss Congeniality 2: Armed and Fabulous
Action|Adventure|Fantasy|Sci-Fi|Thriller,tt0253556,Reign of Fire
Action|Crime|Drama|Thriller,tt1321870,Gangster Squad
Adventure|Comedy,tt1045778,Year One
Biography|Drama|History|Sport,tt1057500,Invictus
Crime|Drama|Mystery|Thriller,tt0473705,State of Play
Comedy|Crime|Romance|Thriller,tt1135487,Duplicity
Comedy|Family|Sci-Fi,tt0120764,My Favorite Martian
Action|Crime|Thriller,tt0443632,The Sentinel
Adventure|Animation|Comedy|Family|Sci-Fi,tt0762125,Planet 51
Action|Adventure|Sci-Fi|Thriller,tt0253754,Star Trek: Nemesis
Comedy|Crime|Romance,tt0138524,Intolerable Cruelty
Drama|Sport,tt2083383,Trouble with the Curve
Crime|Drama|Mystery|Thriller,tt1226273,Edge of Darkness
Horror|Mystery|Sci-Fi|Thriller,tt0120004,The Relic
Comedy|Crime,tt0289848,Analyze That
Action|Crime|Drama|Mystery|Thriller,tt1034331,Righteous Kill
Action|Crime|Drama|Thriller,tt0120749,Mercury Rising
Biography|Drama|Music,tt0821642,The Soloist
Drama|Fantasy|Sport,tt0146984,The Legend of Bagger Vance
Adventure|Comedy|Drama|Music,tt0181875,Almost Famous
Animation|Comedy|Family|Fantasy,tt0455499,Garfield 2
Action|Adventure|Crime|Thriller,tt0329774,xXx: State of the Union
Action|Fantasy|Horror|Sci-Fi|Thriller,tt0822847,Priest
Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,tt0165982,Sinbad: Legend of the Seven Seas
Horror|Sci-Fi|Thriller,tt0119081,Event Horizon
Action|Adventure|Sci-Fi,tt0848228,The Avengers
Drama|Fantasy|Mystery|Romance|Thriller,tt0259288,Dragonfly
Crime|Drama|Mystery|Thriller,tt0387877,The Black Dahlia
Action|Drama|Thriller,tt0272020,The Last Castle
Horror|Sci-Fi|Thriller,tt0134983,Supernova
Drama|Fantasy|Mystery|Romance,tt1837709,Winter's Tale
Fantasy|Horror|Mystery|Romance,tt1538403,The Mortal Instruments: City of Bones
Adventure|Comedy|Family|Romance|Sci-Fi,tt0765476,Meet Dave
Drama|Horror|Thriller,tt0382628,Dark Water
Comedy|Drama,tt0131369,Edtv
Adventure|Family|Fantasy,tt0494238,Inkheart
Action|Crime|Fantasy|Thriller,tt0831887,The Spirit
Action|Comedy|Mystery|Romance,tt3045616,Mortdecai
Action|Adventure|Fantasy|Thriller,tt0460780,In the Name of the King: A Dungeon Siege Tale
Adventure|Drama|Romance|War,tt0294357,Beyond Borders
Action|Adventure|Fantasy,tt4591310,Xi you ji zhi: Sun Wukong san da Baigu Jing
Action|Adventure|Comedy|Romance|Sci-Fi,tt1431045,Deadpool
Comedy|Drama,tt0120701,Holy Man
Action|Biography|Drama|History|Thriller|War,tt2179136,American Sniper
Adventure|Comedy|Family|Fantasy|Horror,tt1051904,Goosebumps
Comedy|Family|Fantasy,tt0115341,"Sabrina, the Teenage Witch"
Comedy|Fantasy|Romance,tt0425123,Just Like Heaven
Comedy|Family|Romance|Sci-Fi,tt0158622,The Flintstones in Viva Rock Vegas
Action|Adventure|Thriller|War,tt0095956,Rambo III
Comedy|Drama|Romance|Sport,tt0379865,Leatherheads
Comedy|Western,tt2479478,The Ridiculous 6
Comedy|Drama|Romance,tt1314228,Did You Hear About the Morgans?
Comedy,tt2234155,The Internship
